,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
11,5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271281823554.1,589519729981366.6,False,,12,,,,2024-06-24T12:36:00.000Z,1.683588722942311e-05,272905258.8412573,111.0558,1.20558271,-6.34641797,-15.03090671,-31.99042583,-32.96026991,-45.70021156,9920904848.31896,0.4412,9925087693.49,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-24 14:38:38.601561
12,5805,Avalanche,AVAX,avalanche,748,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393753681.1407161,443100051.1407161,False,,13,,,,2024-06-24T12:36:00.000Z,24.865019807056157,524253301.81907094,127.8706,2.53949749,-1.6108931,-13.07186966,-34.87447885,-29.38967157,-57.13659541,9790693080.66518,0.4354,17797106074.81,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
13,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1460738779.1984422,8217544659.61315,,2024-06-24T12:36:00.000Z,5.6256086143768975,174318041.11534128,94.3032,1.19708587,-2.40011636,-9.03242489,-22.9069745,-17.48615605,-43.37223599,8089363210.577506,0.3598,8089363210.58,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
14,1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-24T12:36:00.000Z,13.295054703918419,291689903.8459575,69.0259,1.42864997,-1.82681154,-6.83867292,-22.05644986,-9.20936866,-35.68586696,8084722372.620974,0.3599,13295054703.92,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-24 14:38:38.601561
0,1,Bitcoin,BTC,bitcoin,11133,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19716018.0,19716018.0,False,,1,,,,2024-06-24T12:38:00.000Z,61221.89706807015,26378553435.33058,231.0866,0.33698869,-4.80704882,-6.60598543,-11.55214353,-4.15698622,-13.7298302,1207052024588.2183,53.7264,1285659838429.47,,2024-06-24T12:38:00.000Z,,,,,,2024-06-24 14:39:39.199576
1,1027,Ethereum,ETH,ethereum,9079,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122275692.65424195,122275692.65424195,True,,2,,,,2024-06-24T12:37:00.000Z,3321.3711234689285,17347877235.04937,152.7531,0.23154061,-5.07708299,-5.59635631,-11.0783276,6.22659895,-8.84803749,406122954683.961,18.0859,406122954683.96,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
2,825,Tether USDt,USDT,tether,89401,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112941691562.6963,116079124154.2452,True,,3,,,,2024-06-24T12:37:00.000Z,0.9995661899470568,53829062141.14315,125.2931,0.01622782,0.0142993,0.03206166,-0.0713368,-0.02729318,-0.03507416,112892696321.5,5.0275,116028767863.25,,2024-06-24T12:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-24 14:39:39.199576
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583569.3974072,147583569.3974072,False,,4,,,,2024-06-24T12:37:00.000Z,566.9509331510336,1775182886.1416967,28.8924,-0.25239067,-3.78971601,-5.13922901,-5.90603299,-6.6687684,-4.50884271,83672642387.62035,3.7243,83672642387.62,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462138515.0777776,578772291.7345016,True,,5,,,,2024-06-24T12:37:00.000Z,128.02350715470942,2379440786.4227266,230.6468,1.08231652,-4.45353399,-10.67216958,-23.9923917,-11.75152301,-34.34302963,59164593491.52665,2.6348,74096458631.82,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
5,3408,USDC,USDC,usd-coin,19855,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32735506930.081676,32735506930.081676,False,,6,,,,2024-06-24T12:37:00.000Z,1.0000489086534208,5412460710.850054,166.4192,0.00888075,0.01004664,0.00243928,-0.00245056,-0.02704069,0.00752339,32737107979.644672,1.4579,32737107979.64,,2024-06-24T12:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-24 14:39:39.199576
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-24T12:38:00.000Z,0.4770207792446176,1063057677.7196902,168.5486,0.38796886,-1.78272387,-5.16588815,-11.10027006,-8.14981794,-25.95620318,26531030354.338966,1.1803,47702077924.46,,2024-06-24T12:38:00.000Z,,,,,,2024-06-24 14:39:39.199576
7,11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458290273.5884438,5108041713.923841,True,,8,3414166606.0,25161892375.074635,,2024-06-24T12:37:00.000Z,7.369849008204679,399901812.45678246,78.0099,1.53092145,-4.31795848,-5.28230064,14.98861387,40.61731765,41.32618396,18117228134.685,0.8069,37645496159.23,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
8,74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144840916383.70526,144840916383.70526,True,,9,,,,2024-06-24T12:38:00.000Z,0.11791624827370575,813153486.5691074,158.0037,0.84540402,-5.34213609,-12.05594706,-29.39894085,-21.48813812,-36.18583448,17079097456.492044,0.7606,17079097456.49,,2024-06-24T12:38:00.000Z,,,,,,2024-06-24 14:39:39.199576
9,2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35743185509.199,36994116264.584,False,,10,,,,2024-06-24T12:37:00.000Z,0.37422301708359695,295361809.28197896,22.3943,0.536059,-3.39820804,-7.31210595,-18.83172127,-20.44360955,-44.6555583,13375922721.431152,0.5957,16840035768.76,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
10,1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87236520639.08223,87236580453.00171,True,,11,71659659264.0,8574766262.882253,,2024-06-24T12:37:00.000Z,0.11965960138454075,260007354.42198947,63.0871,1.00412747,-0.46939723,2.50547873,5.25036075,3.42652377,-2.03480904,10438687285.846842,0.4649,10438694443.16,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
11,5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271281823554.1,589519729981366.6,False,,12,,,,2024-06-24T12:37:00.000Z,1.6832991309529483e-05,272974658.215942,111.1094,1.08756678,-6.37794261,-15.12532213,-32.04181181,-32.97141064,-45.78999439,9919198365.891186,0.4417,9923380491.57,,2024-06-24T12:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-24 14:39:39.199576
12,5805,Avalanche,AVAX,avalanche,748,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393753681.1407161,443100051.1407161,False,,13,,,,2024-06-24T12:37:00.000Z,24.865859656050606,523812647.0007384,127.6791,2.4928325,-1.60336209,-13.16876504,-34.86313946,-29.40285439,-57.15105996,9791023774.298346,0.436,17797707195.65,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
13,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1460738779.1984422,8213085545.224321,,2024-06-24T12:37:00.000Z,5.622555971116975,174341105.61525303,94.3499,1.15205677,-2.46070645,-9.11191938,-22.93527012,-17.46279949,-43.41220897,8084973651.727158,0.3601,8084973651.73,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:39:39.199576
14,1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-24T12:37:00.000Z,13.282846655307813,291817410.9900005,69.0998,1.35728805,-1.90357982,-6.9624185,-22.08876604,-9.31119564,-35.70111136,8077298658.621577,0.3595,13282846655.31,,2024-06-24T12:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-24 14:39:39.199576
